datetime,time_taken,question,answer,correct
2025-02-09 10:03:30,7.15,4 * 43,172,True
2025-02-09 10:03:32,2.15,3 * 9,21,False
2025-02-09 10:03:35,4.55,3 * 9,27,True
2025-02-09 10:03:36,1.57,8 - 3,5,True
2025-02-09 10:03:40,3.74,42 - 7,35,True
2025-02-09 10:03:42,1.65,20 + 42,62,True
2025-02-09 10:03:47,5.46,968 / 88,12,False
2025-02-09 10:03:48,6.87,968 / 88,11,True
2025-02-09 10:03:59,10.26,47 + 83,130,True
2025-02-09 10:04:06,7.55,48 + 78,126,True
2025-02-09 10:04:09,3.16,67 + 73,140,True
2025-02-09 10:04:12,2.13,600 / 50,12,True
2025-02-09 10:04:13,1.81,80 + 5,85,True
2025-02-09 10:04:18,4.42,48 / 4,12,True
2025-02-09 10:04:35,16.88,9 * 35,314,False
2025-02-09 10:04:39,20.98,9 * 35,315,True
2025-02-09 10:04:56,17.22,858 / 78,11,True
2025-02-09 10:04:57,1.25,4 * 100,400,True
2025-02-09 10:05:09,11.73,88 - 27,61,True
2025-02-09 10:05:14,4.58,336 / 84,4,True
2025-02-09 10:05:20,6.6,86 - 49,37,True
2025-02-09 10:05:23,3.04,78 - 37,41,True
2025-02-09 10:05:26,2.8,82 + 68,139,False
2025-02-09 10:05:30,6.4,82 + 68,149,False
2025-02-09 10:05:31,7.92,82 + 68,159,False
2025-02-09 10:05:40,16.95,82 + 68,150,True
2025-02-09 10:05:42,1.46,100 / 20,5,True
2025-02-09 10:05:47,5.39,99 - 27,72,True
2025-02-09 10:05:51,3.73,82 - 65,17,True
2025-02-09 10:05:53,1.47,10 * 33,330,True
2025-02-09 10:05:54,1.95,10 * 64,640,True
2025-02-09 10:05:57,2.03,495 / 55,9,True
2025-02-09 10:06:00,3.3,84 - 46,38,True
2025-02-09 10:06:02,1.83,83 - 63,20,True
2025-02-09 10:06:03,1.45,5 + 51,56,True
2025-02-09 10:06:06,2.46,18 + 70,88,True
2025-02-09 10:06:18,12.16,9 * 63,567,True
2025-02-09 10:06:21,2.96,100 - 32,68,True
2025-02-09 10:06:22,1.64,77 - 72,6,False
2025-02-09 10:06:26,4.87,77 - 72,5,True
2025-02-09 10:06:33,7.76,390 / 65,6,True
2025-02-09 10:06:36,2.88,98 + 42,140,True
2025-02-09 10:06:44,7.15,81 + 72,143,False
2025-02-09 10:06:51,14.97,81 + 72,153,True
2025-02-09 10:06:54,2.64,68 - 56,12,True
2025-02-09 10:06:55,1.31,80 + 10,90,True
2025-02-09 10:07:00,4.97,720 / 80,12,False
2025-02-09 10:07:02,6.71,720 / 80,9,True
2025-02-09 10:07:06,4.03,3 * 45,135,True
2025-02-09 10:07:09,3.32,11 * 32,352,True
2025-02-09 10:07:15,5.63,69 + 36,105,True
2025-02-09 10:07:18,3.38,64 - 40,14,False
2025-02-09 10:07:19,4.13,64 - 40,24,True
2025-02-09 10:07:29,9.88,59 + 71,140,False
2025-02-09 10:07:31,11.82,59 + 71,130,True
2025-02-09 10:07:38,6.49,63 + 77,140,True
2025-02-09 10:07:50,12.76,42 + 59,101,True
2025-02-09 10:08:00,9.42,9 * 88,792,True
2025-02-09 10:08:07,6.71,31 - 23,8,True
2025-02-09 10:08:17,10.16,58 + 97,155,True
2025-02-09 10:08:21,4.66,48 + 39,87,True
2025-02-09 10:08:26,4.47,16 + 81,97,True
2025-02-09 10:08:31,5.03,48 + 70,118,True
2025-02-09 10:08:32,1.43,33 / 11,3,True
2025-02-09 10:08:39,6.66,11 * 81,891,True
2025-02-09 10:08:40,1.13,35 / 7,5,True
2025-02-09 10:08:52,12.01,464 / 58,7,False
2025-02-09 10:08:58,17.94,464 / 58,8,True
2025-02-09 10:09:05,6.89,96 + 85,181,True
2025-02-09 10:09:08,2.51,2 * 41,82,True
2025-02-09 10:09:12,4.18,22 - 6,16,True
2025-02-09 10:09:16,4.51,208 / 26,7,False
2025-02-09 10:09:20,8.66,208 / 26,8,True
2025-02-09 10:09:27,6.58,693 / 99,7,True
2025-02-09 10:09:33,5.74,736 / 92,8,True
2025-02-09 10:09:34,1.54,76 - 76,0,True
2025-02-09 10:09:43,8.5,644 / 92,7,True
2025-02-09 10:09:45,1.83,50 / 5,10,True
2025-02-09 10:09:53,7.98,69 - 41,28,True
2025-02-09 10:09:56,2.93,62 + 97,160,False
2025-02-09 10:09:57,4.43,62 + 97,159,True
2025-02-09 10:10:01,3.66,8 * 30,240,True
2025-02-09 10:10:07,5.76,74 + 95,169,True
2025-02-09 10:10:08,1.24,11 * 5,55,True
2025-02-09 10:10:10,1.84,324 / 81,4,True
2025-02-09 10:10:12,1.81,49 - 40,9,True
2025-02-09 10:10:18,6.4,438 / 73,6,True
2025-02-09 10:10:20,2.41,183 / 61,3,True
2025-02-09 10:10:22,1.74,17 - 6,11,True
2025-02-09 10:10:32,10.04,6 * 56,336,True
2025-02-09 10:10:38,5.39,8 * 40,480,False
2025-02-09 10:10:40,7.41,8 * 40,320,True
2025-02-09 10:10:42,2.02,15 + 60,75,True
2025-02-09 10:10:43,1.46,48 / 12,4,True
2025-02-09 10:11:02,18.4,396 / 66,6,True
2025-02-09 10:11:13,10.98,39 + 38,77,True
2025-02-09 10:11:15,2.51,62 - 43,19,True
2025-02-09 10:11:20,4.4,8 * 57,435,False
2025-02-09 10:11:29,13.84,8 * 57,456,True
2025-02-09 10:11:35,6.28,74 - 48,26,True
2025-02-09 10:11:42,6.57,8 * 88,968,False
2025-02-09 10:11:54,19.14,8 * 88,1024,False
2025-02-09 10:12:17,42.15,8 * 88,724,False
2025-02-09 10:12:24,48.94,8 * 88,704,True
2025-02-09 10:12:30,5.54,45 + 89,134,True
2025-02-09 10:12:31,1.49,99 / 9,11,True
2025-02-09 10:12:39,7.71,16 + 28,48,False
2025-02-09 10:12:43,11.8,16 + 28,46,False
2025-02-09 10:12:46,14.31,16 + 28,44,True
2025-02-09 10:12:56,9.97,29 + 78,117,False
2025-02-09 10:13:06,19.99,29 + 78,116,False
2025-02-09 10:13:23,37.24,29 + 78,107,True
2025-02-09 10:13:29,6.44,66 - 35,31,True
2025-02-09 10:13:36,7.0,14 - 3,11,True
2025-02-09 10:13:40,3.49,83 - 34,49,True
2025-02-09 10:13:47,6.64,71 - 35,37,False
2025-02-09 10:13:58,17.77,71 - 35,36,True
2025-02-09 10:14:02,4.11,24 + 32,56,True
2025-02-09 10:14:06,4.33,93 - 20,63,False
2025-02-09 10:14:09,7.54,93 - 20,73,True
2025-02-09 10:14:15,5.19,737 / 67,11,True
2025-02-09 10:14:20,5.13,89 + 28,116,False
2025-02-09 10:14:28,13.38,89 + 28,117,True
2025-02-09 10:14:29,1.3,4 * 11,44,True
2025-02-09 10:14:35,5.49,80 - 39,41,True
2025-02-09 10:14:36,1.44,124 / 31,3,False
2025-02-09 10:14:37,2.29,124 / 31,4,True
2025-02-09 10:14:46,8.51,7 * 55,385,True
2025-02-09 10:15:08,22.11,12 * 47,564,True
2025-02-09 10:15:10,2.45,73 + 62,135,True
2025-02-09 10:15:20,9.86,21 - 16,5,True
2025-02-09 10:15:23,2.46,2 + 18,20,True
2025-02-09 10:15:24,0.96,9 / 3,3,True
2025-02-09 10:15:28,4.39,11 * 18,198,True
2025-02-09 10:15:31,2.93,97 - 95,2,True
2025-02-09 10:15:32,1.38,38 / 19,2,True
2025-02-09 10:15:39,6.97,96 + 84,180,True
2025-02-09 10:15:46,6.15,56 + 39,95,True
2025-02-09 10:15:47,1.94,27 - 15,12,True
2025-02-09 10:15:51,3.46,540 / 60,9,True
2025-02-09 10:16:00,8.83,506 / 46,12,False
2025-02-09 10:16:02,10.93,506 / 46,11,True
2025-02-09 10:16:05,2.81,253 / 23,11,True
2025-02-09 10:16:06,1.25,6 * 3,18,True
2025-02-09 10:16:12,5.51,5 + 85,92,False
2025-02-09 10:16:15,8.65,5 + 85,90,True
2025-02-09 10:16:30,14.92,7 * 94,658,True
2025-02-09 10:16:34,4.17,38 - 12,26,True
2025-02-09 10:16:44,10.0,480 / 60,8,True
2025-02-09 10:16:49,5.02,41 + 88,129,True
2025-02-09 10:16:54,4.88,5 * 76,380,True
2025-02-09 10:16:59,5.36,708 / 59,12,True
2025-02-09 10:17:11,11.45,528 / 88,6,True
2025-02-09 10:17:16,4.91,82 - 75,7,True
2025-02-09 10:17:23,7.52,96 - 32,54,False
2025-02-09 10:17:24,8.48,96 - 32,64,True
2025-02-09 10:17:35,10.48,44 + 78,122,True
2025-02-09 10:17:38,3.19,34 + 2,36,True
2025-02-09 10:17:40,2.45,20 + 19,49,False
2025-02-09 10:17:43,4.92,20 + 19,39,True
2025-02-09 10:17:48,5.25,19 + 72,91,True
2025-02-09 10:17:50,2.25,8 * 50,400,True
2025-02-09 10:17:53,3.21,77 + 28,96,False
2025-02-09 10:17:58,8.13,77 + 28,95,False
2025-02-09 10:17:59,9.22,77 + 28,105,True
2025-02-09 10:18:14,14.1,5 * 52,260,True
2025-02-09 10:18:20,6.1,4 * 88,352,True
2025-02-09 10:18:28,8.7,99 - 72,27,True
2025-02-09 10:18:31,3.01,3 + 34,37,True
2025-02-09 10:18:41,9.52,88 - 39,49,True
2025-02-09 10:18:48,6.78,3 * 93,279,True
2025-02-09 10:18:49,1.23,640 / 64,10,True
2025-02-09 10:18:50,1.44,180 / 20,9,True
2025-02-09 10:18:56,5.68,66 + 27,103,False
2025-02-09 10:18:58,7.35,66 + 27,93,True
2025-02-09 10:19:01,2.69,4 * 50,200,True
2025-02-09 10:19:03,2.42,366 / 61,6,True
2025-02-09 10:19:17,14.15,12 * 37,452,False
2025-02-09 10:19:47,43.64,12 * 37,444,True
2025-02-09 10:19:50,3.23,61 + 35,96,True
2025-02-09 10:19:52,2.6,11 + 62,73,True
2025-02-09 10:19:55,2.14,24 / 8,3,True
2025-02-09 10:19:56,1.83,56 + 40,96,True
2025-02-09 10:19:58,1.74,21 - 14,7,True
2025-02-09 10:20:01,2.37,46 - 35,11,True
2025-02-09 10:20:08,7.01,78 - 39,39,True
2025-02-09 10:20:11,2.98,31 - 15,16,True
2025-02-09 10:20:13,2.8,80 - 19,71,False
2025-02-09 10:20:15,4.05,80 - 19,61,True
2025-02-09 10:20:17,2.17,20 + 42,62,True
2025-02-09 10:20:20,3.35,432 / 36,12,True
2025-02-09 10:20:29,8.98,11 * 96,1056,True
2025-02-09 10:20:34,4.46,61 + 29,100,False
2025-02-09 10:20:36,6.66,61 + 29,90,True
2025-02-09 10:20:45,8.83,81 - 65,16,True
2025-02-09 10:20:48,2.8,87 - 77,10,True
2025-02-09 10:20:49,1.2,890 / 89,10,True
2025-02-09 10:20:54,5.1,78 - 26,12,False
2025-02-09 10:20:56,6.83,78 - 26,22,False
2025-02-09 10:21:01,12.09,78 - 26,52,True
2025-02-09 10:21:04,2.84,63 + 20,83,True
2025-02-09 10:21:12,8.5,87 + 56,143,True
2025-02-09 10:21:14,2.03,132 / 44,8,False
2025-02-09 10:21:17,4.33,132 / 44,3,True
2025-02-09 10:21:40,22.95,8 * 35,280,True
2025-02-09 10:21:44,4.57,87 / 29,3,True
2025-02-09 10:21:53,8.55,93 - 46,47,True
2025-02-09 10:21:55,1.71,89 - 84,5,True
2025-02-09 10:22:04,9.78,51 - 35,26,False
2025-02-09 10:22:07,12.22,51 - 35,16,True
2025-02-09 10:22:10,3.08,5 * 35,270,False
2025-02-09 10:22:22,14.82,5 * 35,185,False
2025-02-09 10:22:26,19.5,5 * 35,175,True
2025-02-09 10:22:32,5.65,98 - 22,76,True
2025-02-09 10:22:44,11.85,9 * 34,306,True
2025-02-09 10:22:50,6.61,180 / 15,12,True
2025-02-09 10:22:53,2.33,648 / 81,8,True
2025-02-09 10:22:56,2.72,73 + 24,97,True
2025-02-09 10:23:00,4.0,59 - 20,39,True
2025-02-09 10:23:07,6.96,72 - 53,9,False
2025-02-09 10:23:08,8.65,72 - 53,19,True
2025-02-09 10:23:24,15.49,6 * 58,348,True
2025-02-09 10:23:26,1.95,49 - 48,1,True
2025-02-09 10:23:32,5.87,264 / 24,11,True
2025-02-09 10:23:41,9.62,156 / 13,12,True
2025-02-09 10:23:56,14.39,49 - 32,17,True
2025-02-09 10:24:00,3.93,77 - 9,71,False
2025-02-09 10:24:05,8.95,77 - 9,68,True
2025-02-09 10:24:07,2.85,64 + 90,154,True
2025-02-09 10:24:09,1.05,16 / 8,2,True
2025-02-09 10:24:11,2.0,49 + 5,54,True
2025-02-09 10:24:14,2.97,86 - 65,21,True
2025-02-09 10:24:17,3.87,81 - 22,49,False
2025-02-09 10:24:23,9.02,81 - 22,59,True
2025-02-09 10:24:26,2.95,94 - 44,50,True
2025-02-09 10:24:31,5.05,4 * 74,296,True
2025-02-09 10:24:42,11.47,444 / 37,12,True
2025-02-09 10:24:49,6.79,9 * 99,901,False
2025-02-09 10:24:56,13.41,9 * 99,891,True
2025-02-09 10:25:55,59.05,9 * 49,441,True
2025-02-09 10:25:58,3.76,448 / 56,8,True
2025-02-09 10:26:00,1.68,57 / 19,3,True
2025-02-09 10:26:07,6.95,45 + 72,117,True
2025-02-09 10:26:09,1.86,100 + 74,174,True
2025-02-09 10:26:14,5.49,81 - 48,37,False
2025-02-09 10:26:23,14.14,81 - 48,43,False
2025-02-09 10:26:34,24.81,81 - 48,37,False
2025-02-09 10:26:36,26.57,81 - 48,33,True
2025-02-09 10:26:38,2.46,49 - 4,45,True
2025-02-09 10:26:40,2.38,165 / 15,11,True
2025-02-09 10:26:45,4.72,11 * 41,451,True
2025-02-09 10:26:57,11.54,8 * 38,304,True
2025-02-09 10:27:04,7.53,3 * 76,288,False
2025-02-09 10:27:17,20.66,3 * 76,228,True
2025-02-09 10:27:19,1.61,196 / 49,4,True
2025-02-09 10:27:21,1.83,188 / 94,2,True
2025-02-09 10:27:38,16.67,38 - 29,9,True
2025-02-09 10:27:39,1.68,20 + 48,68,True
2025-02-09 10:27:44,4.92,11 * 71,891,False
2025-02-09 10:27:46,6.6,11 * 71,781,True
2025-02-09 10:27:53,7.17,5 * 79,395,True
2025-02-09 10:27:57,3.67,4 + 27,31,True
2025-02-09 10:27:58,1.69,423 / 47,9,True
2025-02-09 10:28:00,1.21,164 / 41,4,True
2025-02-09 10:28:33,33.06,3 * 74,226,False
2025-02-09 10:28:42,42.54,3 * 74,222,True
2025-02-09 10:28:47,5.01,74 + 37,110,False
2025-02-09 10:28:50,7.76,74 + 37,111,True
2025-02-09 10:28:53,2.58,22 + 24,46,True
2025-02-09 10:28:54,1.28,2 * 11,22,True
2025-02-09 10:29:04,10.32,392 / 56,8,False
2025-02-09 10:29:06,11.77,392 / 56,6,False
2025-02-09 10:29:07,13.02,392 / 56,7,True
2025-02-09 10:29:09,1.79,144 / 48,4,False
2025-02-09 10:29:12,4.82,144 / 48,3,True
2025-02-09 10:29:18,6.02,95 / 19,5,True
2025-02-09 10:29:21,2.76,58 - 8,50,True
2025-02-09 10:29:22,1.48,10 * 35,350,True
2025-02-09 10:29:26,3.83,2 * 64,128,True
2025-02-09 10:29:33,6.89,94 - 71,23,True
2025-02-09 10:29:38,5.13,87 + 35,122,True
2025-02-09 10:29:40,1.85,2 * 30,60,True
2025-02-09 10:29:47,7.37,63 - 29,44,False
2025-02-09 10:30:00,19.65,63 - 29,34,True
2025-02-09 10:30:07,6.92,249 / 83,3,True
2025-02-09 10:30:09,2.83,44 / 11,4,True
2025-02-09 10:30:34,24.12,17 + 91,108,True
2025-02-09 10:30:36,2.62,26 + 21,47,True
2025-02-09 10:30:41,4.32,336 / 56,7,False
2025-02-09 10:30:43,6.85,336 / 56,6,True
2025-02-09 10:30:49,6.1,68 + 56,123,False
2025-02-09 10:30:51,8.09,68 + 56,124,True
2025-02-09 10:30:53,1.44,99 - 90,9,True
2025-02-09 10:30:57,4.83,73 - 36,37,True
2025-02-09 10:31:01,3.46,84 + 74,138,False
2025-02-09 10:31:05,7.78,84 + 74,158,True
2025-02-09 10:31:11,5.26,73 - 57,25,False
2025-02-09 10:31:15,10.18,73 - 57,26,False
2025-02-09 10:31:44,38.52,73 - 57,15,False
2025-02-10 21:57:48,8.8,336 / 48,8,False
2025-02-10 21:57:50,10.76,336 / 48,7,True
2025-02-10 21:57:57,7.15,65 - 49,16,True
2025-02-10 21:58:02,5.07,4 * 52,208,True
2025-02-10 21:58:09,6.6,19 + 14,33,True
2025-02-10 21:58:15,6.66,7 * 92,614,False
2025-02-10 21:58:21,12.39,7 * 92,644,True
2025-02-10 21:58:31,10.32,624 / 78,8,True
2025-02-10 21:58:35,3.46,55 + 55,110,True
2025-02-10 21:58:38,2.63,46 - 35,9,False
2025-02-10 21:58:39,3.75,46 - 35,11,True
2025-02-10 21:58:54,14.75,189 / 21,7,False
2025-02-10 21:58:59,20.14,189 / 21,9,True
2025-02-10 21:59:01,2.03,38 - 31,7,True
2025-02-10 21:59:04,2.61,657 / 73,8,False
2025-02-10 21:59:08,6.71,657 / 73,9,True
2025-02-10 21:59:12,4.3,74 - 42,32,True
2025-02-10 21:59:18,6.09,11 * 75,835,False
2025-02-10 21:59:23,11.11,11 * 75,825,True
2025-02-10 21:59:26,2.57,968 / 88,8,False
2025-02-10 21:59:27,4.06,968 / 88,12,False
2025-02-10 21:59:30,7.05,968 / 88,11,True
2025-02-10 21:59:33,2.84,77 - 11,66,True
2025-02-10 21:59:40,7.16,60 / 12,5,True
2025-02-10 21:59:46,5.7,26 + 89,115,True
2025-02-10 21:59:54,7.54,7 * 88,616,True
2025-02-10 22:00:04,10.83,12 * 21,252,True
2025-02-10 22:00:09,4.08,27 + 22,49,True
2025-02-10 22:00:12,3.4,78 - 22,56,True
2025-02-10 22:00:13,1.21,180 / 90,2,True
2025-02-10 22:00:18,4.93,261 / 87,4,False
2025-02-10 22:00:20,7.15,261 / 87,3,True
2025-02-10 22:00:23,2.31,72 + 60,132,True
2025-02-10 22:00:24,1.81,48 / 8,12,False
2025-02-10 22:00:27,3.9,48 / 8,4,False
2025-02-10 22:00:29,5.93,48 / 8,6,True
2025-02-10 22:00:31,2.23,100 + 73,173,True
2025-02-10 22:00:33,2.43,53 - 31,32,False
2025-02-10 22:00:34,3.31,53 - 31,22,True
2025-02-10 22:00:43,8.91,63 + 39,102,True
2025-02-10 22:00:50,7.04,198 / 18,11,True
2025-02-10 22:00:55,4.47,93 - 7,86,True
2025-02-10 22:01:01,6.08,76 + 87,163,True
2025-02-10 22:01:05,3.91,7 * 80,560,True
2025-02-10 22:01:14,9.19,5 * 52,260,True
2025-02-10 22:01:15,1.43,12 / 3,4,True
2025-02-10 22:01:26,10.72,66 + 29,95,True
2025-02-10 22:02:03,36.43,680 / 85,8,True
2025-02-10 22:02:05,2.07,4 + 28,32,True
2025-02-10 22:02:08,3.57,87 - 50,37,True
2025-02-10 22:02:18,9.58,5 * 16,80,True
2025-02-10 22:02:22,4.64,98 + 88,186,True
2025-02-10 22:02:28,5.01,56 - 35,24,False
2025-02-10 22:02:35,12.1,56 - 35,21,True
2025-02-10 22:02:38,2.96,93 - 81,12,True
2025-02-10 22:02:40,1.96,42 + 2,44,True
2025-02-10 22:02:41,1.61,55 + 100,155,True
2025-02-10 22:02:43,1.57,60 + 9,69,True
2025-02-10 22:02:48,4.8,54 - 48,16,False
2025-02-10 22:02:51,8.25,54 - 48,6,True
2025-02-10 22:02:53,1.78,7 * 7,49,True
2025-02-10 22:03:03,10.15,88 + 89,157,False
2025-02-10 22:03:11,18.32,88 + 89,177,True
2025-02-10 22:03:15,3.51,3 * 90,270,True
2025-02-10 22:03:18,3.27,9 + 29,36,False
2025-02-10 22:03:21,5.97,9 + 29,38,True
2025-02-10 22:03:26,5.59,96 - 75,21,True
2025-02-10 22:03:29,2.26,67 - 61,6,True
2025-02-10 22:03:31,2.01,84 - 3,31,False
2025-02-10 22:03:32,3.74,84 - 3,81,True
2025-02-10 22:03:38,5.27,27 - 16,11,True
2025-02-10 22:03:46,8.27,9 * 86,775,False
2025-02-10 22:04:07,29.76,9 * 86,774,True
2025-02-10 22:04:09,1.45,18 / 9,2,True
2025-02-10 22:04:12,2.83,36 - 14,12,False
2025-02-10 22:04:14,4.77,36 - 14,22,True
2025-02-10 22:04:20,6.77,686 / 98,7,True
2025-02-10 22:04:30,9.26,45 - 31,14,True
2025-02-10 22:04:31,1.37,67 - 66,1,True
2025-02-10 22:04:47,15.33,119 / 17,6,False
2025-02-10 22:04:47,16.3,119 / 17,5,False
2025-02-10 22:04:48,17.3,119 / 17,4,False
2025-02-10 22:05:15,43.85,119 / 17,7,True
2025-02-10 22:05:20,5.21,77 - 35,42,True
2025-02-10 22:05:23,2.78,6 + 26,32,True
2025-02-10 22:05:29,5.75,4 * 45,180,True
2025-02-10 22:05:32,3.55,94 + 70,164,True
2025-02-10 22:05:34,1.71,24 / 4,6,True
2025-02-10 22:05:39,5.05,67 - 23,44,True
2025-02-10 22:05:42,2.62,82 + 42,124,True
2025-02-10 22:05:51,8.68,185 / 37,4,False
2025-02-10 22:05:58,16.48,185 / 37,5,True
2025-02-10 22:06:05,7.06,11 * 57,567,False
2025-02-10 22:06:14,15.42,11 * 57,626,False
2025-02-10 22:06:15,17.09,11 * 57,627,True
2025-02-10 22:06:18,2.37,8 * 4,40,False
2025-02-10 22:06:22,6.27,8 * 4,32,True
2025-02-10 22:06:28,6.38,744 / 62,12,True
2025-02-10 22:06:30,1.45,330 / 30,10,False
2025-02-10 22:06:30,2.29,330 / 30,11,True
2025-02-10 22:06:33,2.77,540 / 60,6,False
2025-02-10 22:06:34,3.69,540 / 60,7,False
2025-02-10 22:06:38,7.18,540 / 60,8,False
2025-02-10 22:06:39,8.41,540 / 60,9,True
2025-02-10 22:06:41,1.95,48 - 7,41,True
2025-02-10 22:06:44,3.58,85 + 60,145,True
2025-02-10 22:06:53,8.28,105 / 35,3,True
2025-02-10 22:06:56,3.49,380 / 38,10,True
2025-02-10 22:06:58,1.67,4 + 2,6,True
2025-02-10 22:07:02,4.33,70 - 40,30,True
2025-02-10 22:07:08,5.42,50 - 32,28,False
2025-02-10 22:07:09,6.26,50 - 32,18,True
2025-02-10 22:07:21,12.66,9 * 87,783,True
2025-02-10 22:07:33,12.21,32 - 18,14,True
2025-02-10 22:07:35,1.71,570 / 57,10,True
2025-02-10 22:07:39,3.87,97 - 31,66,True
2025-02-10 22:07:43,4.23,94 + 11,105,True
2025-02-10 22:07:46,2.67,15 + 12,28,False
2025-02-10 22:07:48,4.26,15 + 12,27,True
2025-02-10 22:07:55,6.87,356 / 89,4,True
2025-02-10 22:07:56,1.84,40 - 9,31,True
2025-02-10 22:07:58,1.73,10 * 91,910,True
2025-02-10 22:08:08,9.75,65 - 29,36,True
2025-02-10 22:08:10,1.65,35 - 24,12,False
2025-02-10 22:08:13,4.82,35 - 24,11,True
2025-02-10 22:08:17,4.5,79 + 50,129,True
2025-02-10 22:08:21,3.41,61 + 92,153,True
2025-02-10 22:08:24,3.39,13 + 95,107,False
2025-02-10 22:08:27,5.98,13 + 95,108,True
2025-02-10 22:08:35,7.97,9 * 40,360,True
2025-02-10 22:08:36,1.59,5 * 5,25,True
2025-02-10 22:08:40,4.04,5 * 88,440,True
2025-02-10 22:08:55,15.04,252 / 36,8,False
2025-02-10 22:08:56,16.14,252 / 36,7,True
2025-02-10 22:09:08,11.62,56 + 73,129,True
2025-02-10 22:09:12,4.26,96 + 64,160,True
2025-02-10 22:09:14,1.2,59 - 59,0,True
2025-02-10 22:09:16,2.06,73 - 64,9,True
2025-02-10 22:09:19,3.21,15 + 17,32,True
2025-02-10 22:09:22,2.62,46 - 30,16,True
2025-02-10 22:09:33,11.09,95 - 25,70,True
2025-02-10 22:09:37,4.01,86 + 76,162,True
2025-02-10 22:09:40,3.25,3 + 87,90,True
2025-02-10 22:09:42,1.72,10 * 36,360,True
2025-02-10 22:09:47,4.98,759 / 69,9,False
2025-02-10 22:09:50,8.68,759 / 69,11,True
2025-02-10 22:09:57,6.19,99 - 27,72,True
2025-02-10 22:09:59,2.76,126 / 14,9,True
2025-02-10 22:10:10,10.4,686 / 98,8,False
2025-02-10 22:10:11,11.39,686 / 98,7,True
2025-02-10 22:10:13,2.0,64 - 32,32,True
2025-02-10 22:10:36,22.93,784 / 98,8,True
2025-02-10 22:10:41,5.6,2 * 68,136,True
2025-02-10 22:10:43,2.03,90 / 15,4,False
2025-02-10 22:10:45,3.61,90 / 15,6,True
2025-02-10 22:11:01,16.29,217 / 31,7,True
2025-02-10 22:11:06,4.64,224 / 28,8,True
2025-02-10 22:11:39,32.53,352 / 44,7,False
2025-02-10 22:11:41,34.59,352 / 44,8,True
2025-02-10 22:11:44,3.52,69 + 54,132,False
2025-02-10 22:11:45,4.77,69 + 54,133,False
2025-02-10 22:11:51,10.55,69 + 54,123,True
2025-02-10 22:11:52,1.26,10 / 5,2,True
2025-02-10 22:11:54,1.7,10 * 31,310,True
2025-02-10 22:11:56,1.74,82 - 41,41,True
2025-02-10 22:12:07,10.62,29 + 57,86,True
2025-02-10 22:12:09,2.64,54 + 73,127,True
2025-02-10 22:12:13,3.44,9 + 34,43,True
2025-02-10 22:12:16,3.41,396 / 99,4,True
2025-02-10 22:12:19,3.35,6 * 20,120,True
2025-02-10 22:12:29,9.12,232 / 29,8,True
2025-02-10 22:12:31,2.08,10 * 99,990,True
2025-02-10 22:12:33,2.33,2 + 89,91,True
2025-02-10 22:12:41,7.82,80 / 16,5,True
2025-02-10 22:12:53,11.85,7 * 64,448,True
2025-02-10 22:12:54,1.49,700 / 70,10,True
2025-02-10 22:13:00,5.64,68 + 82,110,False
2025-02-10 22:13:04,9.46,68 + 82,120,False
2025-02-10 22:13:12,18.12,68 + 82,150,True
2025-02-10 22:13:15,2.46,17 - 13,4,True
2025-02-10 22:13:20,4.96,35 + 59,94,True
2025-02-10 22:13:23,3.1,76 - 32,44,True
2025-02-10 22:13:26,3.07,76 - 13,63,True
2025-02-10 22:13:35,9.0,6 * 42,252,True
2025-02-10 22:13:38,2.63,10 * 46,460,True
2025-02-10 22:13:44,6.67,72 + 75,147,True
2025-02-10 22:13:52,7.31,3 * 85,256,False
2025-02-10 22:14:03,18.98,3 * 85,255,True
2025-02-10 22:14:16,12.31,378 / 54,6,False
2025-02-10 22:14:22,18.92,378 / 54,7,True
2025-02-10 22:14:30,7.33,7 * 30,210,True
2025-02-10 22:14:33,2.91,308 / 28,11,True
2025-02-10 22:14:35,2.23,408 / 51,8,True
2025-02-10 22:14:44,9.29,33 - 18,15,True
2025-02-10 22:14:57,12.59,315 / 35,8,False
2025-02-10 22:14:58,13.64,315 / 35,9,True
2025-02-10 22:15:06,7.67,348 / 29,12,True
2025-02-10 22:15:08,2.06,10 * 37,370,True
2025-02-10 22:15:09,1.78,39 + 3,42,True
2025-02-10 22:15:11,1.6,98 - 8,90,True
2025-02-10 22:15:20,8.98,52 + 69,121,True
2025-02-10 22:15:23,2.54,55 + 45,100,True
2025-02-10 22:15:25,2.48,14 + 52,66,True
2025-02-10 22:15:35,9.84,63 + 56,119,True
2025-02-10 22:15:42,7.2,3 * 33,198,False
2025-02-10 22:15:52,17.02,3 * 33,99,True
2025-02-10 22:15:59,6.88,49 - 32,17,True
2025-02-10 22:16:00,1.49,48 - 42,6,True
2025-02-10 22:16:05,4.91,5 * 14,70,True
2025-02-10 22:16:22,17.02,12 * 63,756,True
2025-02-10 22:16:24,1.83,90 + 6,96,True
2025-02-10 22:16:26,1.77,20 + 70,90,True
2025-02-10 22:16:34,8.15,9 * 16,144,True
2025-02-10 22:16:37,2.79,820 / 82,10,True
2025-02-10 22:16:44,6.85,79 + 22,111,False
2025-02-10 22:16:47,10.2,79 + 22,101,True
2025-02-10 22:16:50,2.88,42 - 9,35,False
2025-02-10 22:16:52,4.54,42 - 9,34,False
